Pipeline	Screen	TP	FN	FN+FP	affected
test_AA10.7_filter4	CTD	10	12	2	24
test_AA10.7_filter4	GA-I	12	11	0	23
test_AA10.7_filter4	GA2	3	2	0	5
test_AA10.7_filter4	HCY	3	3	1	7
test_AA10.7_filter4	HYPRO	0	1	0	1
test_AA10.7_filter4	IVA	7	12	1	20
test_AA10.7_filter4	LCHAD	3	3	0	6
test_AA10.7_filter4	MAL	1	2	0	3
test_AA10.7_filter4	MCAD	53	43	1	97
test_AA10.7_filter4	MCD	1	2	0	3
test_AA10.7_filter4	MSUD	4	6	0	10
test_AA10.7_filter4	OTC	5	0	0	5
test_AA10.7_filter4	PA/MMA	32	20	0	52
test_AA10.7_filter4	PKU	21	4	0	25
test_AA10.7_filter4	SCAD	11	19	1	31
test_AA10.7_filter4	TFP	1	2	0	3
test_AA10.7_filter4	TYRO1	5	1	0	6
test_AA10.7_filter4	VLCAD	14	13	0	27
AA10.6.NonSyn.02_filter4	3MCC	10	14	0	24
AA10.6.NonSyn.02_filter4	ARG	1	0	0	1
AA10.6.NonSyn.02_filter4	BKT	0	2	0	2
AA10.6.NonSyn.02_filter4	CIT	11	7	1	19
AA10.6.NonSyn.02_filter4	CPT II	1	4	1	6
AA10.6.NonSyn.02_filter4	CTD	13	16	4	33
AA10.6.NonSyn.02_filter4	GA-I	15	9	0	24
AA10.6.NonSyn.02_filter4	GA2	5	2	0	7
AA10.6.NonSyn.02_filter4	HCY	3	4	1	8
AA10.6.NonSyn.02_filter4	HYPRO	0	1	0	1
AA10.6.NonSyn.02_filter4	IVA	8	12	2	22
AA10.6.NonSyn.02_filter4	LCHAD	2	3	1	6
AA10.6.NonSyn.02_filter4	MAL	1	2	0	3
AA10.6.NonSyn.02_filter4	MCAD	81	25	3	109
AA10.6.NonSyn.02_filter4	MCD	1	3	0	4
AA10.6.NonSyn.02_filter4	MSUD	7	5	0	12
AA10.6.NonSyn.02_filter4	OTC	6	2	0	8
AA10.6.NonSyn.02_filter4	PA/MMA	16	42	3	61
AA10.6.NonSyn.02_filter4	PKU	31	26	0	57
AA10.6.NonSyn.02_filter4	SCAD	25	19	2	46
AA10.6.NonSyn.02_filter4	TFP	1	3	0	4
AA10.6.NonSyn.02_filter4	TYRO1	3	3	0	6
AA10.6.NonSyn.02_filter4	VLCAD	16	15	0	31
AA10.6.NonSyn.02	3MCC	21	22	2	45
AA10.6.NonSyn.02	ARG	1	2	1	4
AA10.6.NonSyn.02	BKT	1	2	0	3
AA10.6.NonSyn.02	CIT	19	12	2	33
AA10.6.NonSyn.02	CPT I	0	1	0	1
AA10.6.NonSyn.02	CPT II	1	6	1	8
AA10.6.NonSyn.02	CTD	22	20	5	47
AA10.6.NonSyn.02	GA-I	24	11	1	36
AA10.6.NonSyn.02	GA2	7	5	0	12
AA10.6.NonSyn.02	HCY	5	5	2	12
AA10.6.NonSyn.02	HYPRO	0	3	0	3
AA10.6.NonSyn.02	IVA	23	14	3	40
AA10.6.NonSyn.02	LCHAD	2	6	1	9
AA10.6.NonSyn.02	MAL	1	5	0	6
AA10.6.NonSyn.02	MCAD	132	38	4	174
AA10.6.NonSyn.02	MCD	1	4	0	5
AA10.6.NonSyn.02	MSUD	13	10	2	25
AA10.6.NonSyn.02	OTC	10	6	0	16
AA10.6.NonSyn.02	PA/MMA	24	61	5	90
AA10.6.NonSyn.02	PKU	65	63	3	131
AA10.6.NonSyn.02	RMD	1	2	0	3
AA10.6.NonSyn.02	SCAD	32	47	5	84
AA10.6.NonSyn.02	TFP	1	3	0	4
AA10.6.NonSyn.02	TYRO1	3	4	0	7
AA10.6.NonSyn.02	VLCAD	25	22	0	47
test_AA10.6.NonSyn.02_filter1	3MCC	11	14	2	27
test_AA10.6.NonSyn.02_filter1	ARG	1	1	1	3
test_AA10.6.NonSyn.02_filter1	BKT	0	2	0	2
test_AA10.6.NonSyn.02_filter1	CIT	16	7	0	23
test_AA10.6.NonSyn.02_filter1	CPT I	0	1	0	1
test_AA10.6.NonSyn.02_filter1	CPT II	1	6	1	8
test_AA10.6.NonSyn.02_filter1	CTD	16	14	4	34
test_AA10.6.NonSyn.02_filter1	GA-I	20	10	1	31
test_AA10.6.NonSyn.02_filter1	GA2	4	3	0	7
test_AA10.6.NonSyn.02_filter1	HCY	5	3	2	10
test_AA10.6.NonSyn.02_filter1	HYPRO	0	2	0	2
test_AA10.6.NonSyn.02_filter1	IVA	18	13	2	33
test_AA10.6.NonSyn.02_filter1	LCHAD	2	6	1	9
test_AA10.6.NonSyn.02_filter1	MAL	1	5	0	6
test_AA10.6.NonSyn.02_filter1	MCAD	106	33	4	143
test_AA10.6.NonSyn.02_filter1	MCD	1	2	0	3
test_AA10.6.NonSyn.02_filter1	MSUD	12	9	1	22
test_AA10.6.NonSyn.02_filter1	OTC	6	3	0	9
test_AA10.6.NonSyn.02_filter1	PA/MMA	18	51	4	73
test_AA10.6.NonSyn.02_filter1	PKU	38	40	1	79
test_AA10.6.NonSyn.02_filter1	RMD	1	0	0	1
test_AA10.6.NonSyn.02_filter1	SCAD	24	35	4	63
test_AA10.6.NonSyn.02_filter1	TFP	1	2	0	3
test_AA10.6.NonSyn.02_filter1	TYRO1	3	4	0	7
test_AA10.6.NonSyn.02_filter1	VLCAD	21	18	0	39
val_AA10.6.NonSyn.01	3MCC	8	7	0	15
val_AA10.6.NonSyn.01	BKT	1	0	0	1
val_AA10.6.NonSyn.01	CIT	3	3	1	7
val_AA10.6.NonSyn.01	CTD	4	4	1	9
val_AA10.6.NonSyn.01	GA-I	1	0	0	1
val_AA10.6.NonSyn.01	GA2	3	1	0	4
val_AA10.6.NonSyn.01	HCY	0	1	0	1
val_AA10.6.NonSyn.01	IVA	1	2	0	3
val_AA10.6.NonSyn.01	MCAD	14	3	0	17
val_AA10.6.NonSyn.01	MCD	0	1	0	1
val_AA10.6.NonSyn.01	MSUD	1	1	1	3
val_AA10.6.NonSyn.01	OTC	3	2	0	5
val_AA10.6.NonSyn.01	PA/MMA	4	5	0	9
val_AA10.6.NonSyn.01	PKU	22	17	0	39
val_AA10.6.NonSyn.01	SCAD	8	9	0	17
val_AA10.6.NonSyn.01	TFP	0	1	0	1
val_AA10.6.NonSyn.01	VLCAD	2	3	0	5
test_AA10.4_filter3	3MCC	14	7	1	22
test_AA10.4_filter3	ARG	3	0	0	3
test_AA10.4_filter3	BKT	2	0	0	2
test_AA10.4_filter3	CIT	20	2	0	22
test_AA10.4_filter3	CPT I	1	0	0	1
test_AA10.4_filter3	CPT II	3	3	0	6
test_AA10.4_filter3	CTD	19	8	2	29
test_AA10.4_filter3	GA-I	23	4	0	27
test_AA10.4_filter3	GA2	6	1	0	7
test_AA10.4_filter3	HCY	5	2	1	8
test_AA10.4_filter3	HYPRO	0	2	0	2
test_AA10.4_filter3	IVA	22	4	1	27
test_AA10.4_filter3	LCHAD	7	0	0	7
test_AA10.4_filter3	MAL	2	4	0	6
test_AA10.4_filter3	MCAD	113	13	2	128
test_AA10.4_filter3	MCD	1	2	0	3
test_AA10.4_filter3	MSUD	17	1	0	18
test_AA10.4_filter3	OTC	6	0	0	6
test_AA10.4_filter3	PA/MMA	51	12	1	64
test_AA10.4_filter3	PKU	51	5	0	56
test_AA10.4_filter3	SCAD	25	26	1	52
test_AA10.4_filter3	TFP	3	0	0	3
test_AA10.4_filter3	TYRO1	6	0	0	6
test_AA10.4_filter3	VLCAD	27	8	0	35
AA10.5_filter1	3MCC	10	32	0	42
AA10.5_filter1	ARG	1	2	0	3
AA10.5_filter1	BKT	0	3	0	3
AA10.5_filter1	CIT	15	14	0	29
AA10.5_filter1	CPT I	1	0	0	1
AA10.5_filter1	CPT II	3	5	0	8
AA10.5_filter1	CTD	23	18	2	43
AA10.5_filter1	GA-I	17	15	0	32
AA10.5_filter1	GA2	5	6	0	11
AA10.5_filter1	HCY	5	5	1	11
AA10.5_filter1	HYPRO	0	2	0	2
AA10.5_filter1	IVA	18	16	2	36
AA10.5_filter1	LCHAD	5	4	0	9
AA10.5_filter1	MAL	1	5	0	6
AA10.5_filter1	MCAD	85	72	3	160
AA10.5_filter1	MCD	1	3	0	4
AA10.5_filter1	MSUD	11	14	0	25
AA10.5_filter1	OTC	9	5	0	14
AA10.5_filter1	PA/MMA	56	26	0	82
AA10.5_filter1	PKU	109	9	0	118
AA10.5_filter1	RMD	1	0	0	1
AA10.5_filter1	SCAD	21	57	2	80
AA10.5_filter1	TFP	1	3	0	4
AA10.5_filter1	TYRO1	6	1	0	7
AA10.5_filter1	VLCAD	21	23	0	44
test_AA10.6.NonSyn.005_filter3	3MCC	8	13	1	22
test_AA10.6.NonSyn.005_filter3	ARG	1	1	1	3
test_AA10.6.NonSyn.005_filter3	BKT	0	2	0	2
test_AA10.6.NonSyn.005_filter3	CIT	15	7	0	22
test_AA10.6.NonSyn.005_filter3	CPT I	0	1	0	1
test_AA10.6.NonSyn.005_filter3	CPT II	1	5	0	6
test_AA10.6.NonSyn.005_filter3	CTD	12	15	2	29
test_AA10.6.NonSyn.005_filter3	GA-I	16	11	0	27
test_AA10.6.NonSyn.005_filter3	GA2	4	3	0	7
test_AA10.6.NonSyn.005_filter3	HCY	4	3	1	8
test_AA10.6.NonSyn.005_filter3	HYPRO	0	2	0	2
test_AA10.6.NonSyn.005_filter3	IVA	13	12	2	27
test_AA10.6.NonSyn.005_filter3	LCHAD	2	5	0	7
test_AA10.6.NonSyn.005_filter3	MAL	1	5	0	6
test_AA10.6.NonSyn.005_filter3	MCAD	95	32	1	128
test_AA10.6.NonSyn.005_filter3	MCD	1	2	0	3
test_AA10.6.NonSyn.005_filter3	MSUD	11	7	0	18
test_AA10.6.NonSyn.005_filter3	OTC	5	1	0	6
test_AA10.6.NonSyn.005_filter3	PA/MMA	15	47	2	64
test_AA10.6.NonSyn.005_filter3	PKU	27	28	1	56
test_AA10.6.NonSyn.005_filter3	SCAD	20	31	1	52
test_AA10.6.NonSyn.005_filter3	TFP	1	2	0	3
test_AA10.6.NonSyn.005_filter3	TYRO1	3	3	0	6
test_AA10.6.NonSyn.005_filter3	VLCAD	18	17	0	35
val_AA10.6.NonSyn.02	3MCC	8	7	0	15
val_AA10.6.NonSyn.02	BKT	1	0	0	1
val_AA10.6.NonSyn.02	CIT	3	3	1	7
val_AA10.6.NonSyn.02	CTD	4	4	1	9
val_AA10.6.NonSyn.02	GA-I	1	0	0	1
val_AA10.6.NonSyn.02	GA2	3	1	0	4
val_AA10.6.NonSyn.02	HCY	0	1	0	1
val_AA10.6.NonSyn.02	IVA	1	1	1	3
val_AA10.6.NonSyn.02	MCAD	14	3	0	17
val_AA10.6.NonSyn.02	MCD	0	1	0	1
val_AA10.6.NonSyn.02	MSUD	1	1	1	3
val_AA10.6.NonSyn.02	OTC	3	2	0	5
val_AA10.6.NonSyn.02	PA/MMA	4	5	0	9
val_AA10.6.NonSyn.02	PKU	22	16	1	39
val_AA10.6.NonSyn.02	SCAD	8	9	0	17
val_AA10.6.NonSyn.02	TFP	0	1	0	1
val_AA10.6.NonSyn.02	VLCAD	2	3	0	5
AA10.3_filter4	3MCC	20	4	0	24
AA10.3_filter4	ARG	1	0	0	1
AA10.3_filter4	BKT	2	0	0	2
AA10.3_filter4	CIT	16	3	0	19
AA10.3_filter4	CPT II	3	3	0	6
AA10.3_filter4	CTD	25	6	2	33
AA10.3_filter4	GA-I	21	3	0	24
AA10.3_filter4	GA2	7	0	0	7
AA10.3_filter4	HCY	6	1	1	8
AA10.3_filter4	HYPRO	0	1	0	1
AA10.3_filter4	IVA	14	7	1	22
AA10.3_filter4	LCHAD	6	0	0	6
AA10.3_filter4	MAL	2	1	0	3
AA10.3_filter4	MCAD	98	11	0	109
AA10.3_filter4	MCD	2	2	0	4
AA10.3_filter4	MSUD	10	2	0	12
AA10.3_filter4	OTC	7	1	0	8
AA10.3_filter4	PA/MMA	48	12	1	61
AA10.3_filter4	PKU	53	4	0	57
AA10.3_filter4	SCAD	29	16	1	46
AA10.3_filter4	TFP	4	0	0	4
AA10.3_filter4	TYRO1	6	0	0	6
AA10.3_filter4	VLCAD	25	6	0	31
val_AA10.6_batch1	3MCC	14	1	0	15
val_AA10.6_batch1	BKT	1	0	0	1
val_AA10.6_batch1	CIT	5	2	0	7
val_AA10.6_batch1	CTD	9	0	0	9
val_AA10.6_batch1	GA-I	1	0	0	1
val_AA10.6_batch1	GA2	3	1	0	4
val_AA10.6_batch1	HCY	0	1	0	1
val_AA10.6_batch1	IVA	1	2	0	3
val_AA10.6_batch1	MCAD	16	1	0	17
val_AA10.6_batch1	MCD	1	0	0	1
val_AA10.6_batch1	MSUD	1	1	1	3
val_AA10.6_batch1	OTC	3	2	0	5
val_AA10.6_batch1	PA/MMA	7	2	0	9
val_AA10.6_batch1	PKU	37	2	0	39
val_AA10.6_batch1	SCAD	9	8	0	17
val_AA10.6_batch1	TFP	1	0	0	1
val_AA10.6_batch1	VLCAD	4	1	0	5
test_AA10.4	3MCC	19	10	1	30
test_AA10.4	ARG	4	0	0	4
test_AA10.4	BKT	2	0	0	2
test_AA10.4	CIT	23	3	0	26
test_AA10.4	CPT I	1	0	0	1
test_AA10.4	CPT II	5	3	0	8
test_AA10.4	CTD	26	10	2	38
test_AA10.4	GA-I	30	4	1	35
test_AA10.4	GA2	6	2	0	8
test_AA10.4	HCY	6	3	2	11
test_AA10.4	HYPRO	0	3	0	3
test_AA10.4	IVA	31	5	1	37
test_AA10.4	LCHAD	9	0	0	9
test_AA10.4	MAL	2	4	0	6
test_AA10.4	MCAD	141	14	2	157
test_AA10.4	MCD	1	3	0	4
test_AA10.4	MSUD	20	2	0	22
test_AA10.4	OTC	9	2	0	11
test_AA10.4	PA/MMA	65	15	1	81
test_AA10.4	PKU	84	8	0	92
test_AA10.4	RMD	3	0	0	3
test_AA10.4	SCAD	31	34	2	67
test_AA10.4	TFP	3	0	0	3
test_AA10.4	TYRO1	7	0	0	7
test_AA10.4	VLCAD	34	8	0	42
test_AA10.9.NoOneGene_filter1	3MCC	17	9	1	27
test_AA10.9.NoOneGene_filter1	ARG	3	0	0	3
test_AA10.9.NoOneGene_filter1	BKT	2	0	0	2
test_AA10.9.NoOneGene_filter1	CIT	21	2	0	23
test_AA10.9.NoOneGene_filter1	CPT I	1	0	0	1
test_AA10.9.NoOneGene_filter1	CPT II	5	3	0	8
test_AA10.9.NoOneGene_filter1	CTD	26	7	1	34
test_AA10.9.NoOneGene_filter1	GA-I	27	4	0	31
test_AA10.9.NoOneGene_filter1	GA2	6	1	0	7
test_AA10.9.NoOneGene_filter1	HCY	8	1	1	10
test_AA10.9.NoOneGene_filter1	HYPRO	0	2	0	2
test_AA10.9.NoOneGene_filter1	IVA	27	5	1	33
test_AA10.9.NoOneGene_filter1	LCHAD	9	0	0	9
test_AA10.9.NoOneGene_filter1	MAL	2	4	0	6
test_AA10.9.NoOneGene_filter1	MCAD	132	10	1	143
test_AA10.9.NoOneGene_filter1	MCD	1	2	0	3
test_AA10.9.NoOneGene_filter1	MSUD	20	2	0	22
test_AA10.9.NoOneGene_filter1	OTC	8	1	0	9
test_AA10.9.NoOneGene_filter1	PA/MMA	59	13	1	73
test_AA10.9.NoOneGene_filter1	PKU	73	6	0	79
test_AA10.9.NoOneGene_filter1	RMD	1	0	0	1
test_AA10.9.NoOneGene_filter1	SCAD	31	29	3	63
test_AA10.9.NoOneGene_filter1	TFP	3	0	0	3
test_AA10.9.NoOneGene_filter1	TYRO1	7	0	0	7
test_AA10.9.NoOneGene_filter1	VLCAD	33	6	0	39
val_AA10.6.NonSyn.005_filter3	3MCC	7	4	0	11
val_AA10.6.NonSyn.005_filter3	CIT	2	2	1	5
val_AA10.6.NonSyn.005_filter3	CTD	4	4	1	9
val_AA10.6.NonSyn.005_filter3	GA-I	1	0	0	1
val_AA10.6.NonSyn.005_filter3	GA2	2	0	0	2
val_AA10.6.NonSyn.005_filter3	HCY	0	1	0	1
val_AA10.6.NonSyn.005_filter3	IVA	0	2	0	2
val_AA10.6.NonSyn.005_filter3	MCAD	10	2	0	12
val_AA10.6.NonSyn.005_filter3	MCD	0	1	0	1
val_AA10.6.NonSyn.005_filter3	MSUD	1	1	0	2
val_AA10.6.NonSyn.005_filter3	OTC	2	1	0	3
val_AA10.6.NonSyn.005_filter3	PA/MMA	3	6	0	9
val_AA10.6.NonSyn.005_filter3	PKU	17	15	0	32
val_AA10.6.NonSyn.005_filter3	SCAD	7	8	0	15
val_AA10.6.NonSyn.005_filter3	TFP	0	1	0	1
val_AA10.6.NonSyn.005_filter3	VLCAD	2	2	0	4
test_AA10.2_batch3	3MCC	13	4	0	17
test_AA10.2_batch3	ARG	2	0	0	2
test_AA10.2_batch3	BKT	2	0	0	2
test_AA10.2_batch3	CIT	16	1	0	17
test_AA10.2_batch3	CPT II	5	2	0	7
test_AA10.2_batch3	CTD	20	8	2	30
test_AA10.2_batch3	GA-I	22	4	1	27
test_AA10.2_batch3	GA2	5	1	0	6
test_AA10.2_batch3	HCY	7	2	1	10
test_AA10.2_batch3	HYPRO	0	3	0	3
test_AA10.2_batch3	IVA	18	5	1	24
test_AA10.2_batch3	LCHAD	7	0	0	7
test_AA10.2_batch3	MAL	2	3	0	5
test_AA10.2_batch3	MCAD	106	10	1	117
test_AA10.2_batch3	MCD	1	3	0	4
test_AA10.2_batch3	MSUD	17	2	0	19
test_AA10.2_batch3	OTC	4	0	0	4
test_AA10.2_batch3	PA/MMA	52	14	1	67
test_AA10.2_batch3	PKU	25	6	0	31
test_AA10.2_batch3	SCAD	22	12	2	36
test_AA10.2_batch3	TFP	2	0	0	2
test_AA10.2_batch3	TYRO1	6	0	0	6
test_AA10.2_batch3	VLCAD	31	6	0	37
val_AA10.7_batch1	3MCC	3	12	0	15
val_AA10.7_batch1	BKT	0	1	0	1
val_AA10.7_batch1	CIT	4	3	0	7
val_AA10.7_batch1	CTD	7	2	0	9
val_AA10.7_batch1	GA-I	0	1	0	1
val_AA10.7_batch1	GA2	2	2	0	4
val_AA10.7_batch1	HCY	1	0	0	1
val_AA10.7_batch1	IVA	1	2	0	3
val_AA10.7_batch1	MCAD	5	12	0	17
val_AA10.7_batch1	MCD	0	1	0	1
val_AA10.7_batch1	MSUD	1	2	0	3
val_AA10.7_batch1	OTC	1	4	0	5
val_AA10.7_batch1	PA/MMA	6	3	0	9
val_AA10.7_batch1	PKU	37	2	0	39
val_AA10.7_batch1	SCAD	6	11	0	17
val_AA10.7_batch1	TFP	0	1	0	1
val_AA10.7_batch1	VLCAD	3	2	0	5
test_AA10.8_filter1	3MCC	7	20	0	27
test_AA10.8_filter1	ARG	1	2	0	3
test_AA10.8_filter1	BKT	0	2	0	2
test_AA10.8_filter1	CIT	12	11	0	23
test_AA10.8_filter1	CPT I	1	0	0	1
test_AA10.8_filter1	CPT II	3	5	0	8
test_AA10.8_filter1	CTD	15	18	1	34
test_AA10.8_filter1	GA-I	17	14	0	31
test_AA10.8_filter1	GA2	3	4	0	7
test_AA10.8_filter1	HCY	2	7	1	10
test_AA10.8_filter1	HYPRO	0	2	0	2
test_AA10.8_filter1	IVA	14	18	1	33
test_AA10.8_filter1	LCHAD	5	4	0	9
test_AA10.8_filter1	MAL	1	5	0	6
test_AA10.8_filter1	MCAD	78	65	0	143
test_AA10.8_filter1	MCD	1	2	0	3
test_AA10.8_filter1	MSUD	8	14	0	22
test_AA10.8_filter1	OTC	7	2	0	9
test_AA10.8_filter1	PA/MMA	47	26	0	73
test_AA10.8_filter1	PKU	70	9	0	79
test_AA10.8_filter1	RMD	1	0	0	1
test_AA10.8_filter1	SCAD	6	57	0	63
test_AA10.8_filter1	TFP	1	2	0	3
test_AA10.8_filter1	TYRO1	6	1	0	7
test_AA10.8_filter1	VLCAD	18	21	0	39
val_AA10.9.NoOneGene_filter3	3MCC	11	0	0	11
val_AA10.9.NoOneGene_filter3	CIT	3	2	0	5
val_AA10.9.NoOneGene_filter3	CTD	9	0	0	9
val_AA10.9.NoOneGene_filter3	GA-I	1	0	0	1
val_AA10.9.NoOneGene_filter3	GA2	2	0	0	2
val_AA10.9.NoOneGene_filter3	HCY	1	0	0	1
val_AA10.9.NoOneGene_filter3	IVA	2	0	0	2
val_AA10.9.NoOneGene_filter3	MCAD	11	1	0	12
val_AA10.9.NoOneGene_filter3	MCD	1	0	0	1
val_AA10.9.NoOneGene_filter3	MSUD	1	1	0	2
val_AA10.9.NoOneGene_filter3	OTC	3	0	0	3
val_AA10.9.NoOneGene_filter3	PA/MMA	9	0	0	9
val_AA10.9.NoOneGene_filter3	PKU	32	0	0	32
val_AA10.9.NoOneGene_filter3	SCAD	8	7	0	15
val_AA10.9.NoOneGene_filter3	TFP	1	0	0	1
val_AA10.9.NoOneGene_filter3	VLCAD	4	0	0	4
val_AA10.8_filter3	3MCC	3	8	0	11
val_AA10.8_filter3	CIT	3	2	0	5
val_AA10.8_filter3	CTD	5	4	0	9
val_AA10.8_filter3	GA-I	0	1	0	1
val_AA10.8_filter3	GA2	1	1	0	2
val_AA10.8_filter3	HCY	0	1	0	1
val_AA10.8_filter3	IVA	0	2	0	2
val_AA10.8_filter3	MCAD	4	8	0	12
val_AA10.8_filter3	MCD	0	1	0	1
val_AA10.8_filter3	MSUD	0	2	0	2
val_AA10.8_filter3	OTC	1	2	0	3
val_AA10.8_filter3	PA/MMA	5	4	0	9
val_AA10.8_filter3	PKU	29	3	0	32
val_AA10.8_filter3	SCAD	2	13	0	15
val_AA10.8_filter3	TFP	0	1	0	1
val_AA10.8_filter3	VLCAD	2	2	0	4
AA10.8	3MCC	11	34	0	45
AA10.8	ARG	2	2	0	4
AA10.8	BKT	0	3	0	3
AA10.8	CIT	18	15	0	33
AA10.8	CPT I	1	0	0	1
AA10.8	CPT II	3	5	0	8
AA10.8	CTD	20	26	1	47
AA10.8	GA-I	20	15	1	36
AA10.8	GA2	5	7	0	12
AA10.8	HCY	2	9	1	12
AA10.8	HYPRO	0	3	0	3
AA10.8	IVA	18	21	1	40
AA10.8	LCHAD	5	4	0	9
AA10.8	MAL	1	5	0	6
AA10.8	MCAD	89	85	0	174
AA10.8	MCD	1	4	0	5
AA10.8	MSUD	9	16	0	25
AA10.8	OTC	8	8	0	16
AA10.8	PA/MMA	57	33	0	90
AA10.8	PKU	117	14	0	131
AA10.8	RMD	3	0	0	3
AA10.8	SCAD	8	76	0	84
AA10.8	TFP	1	3	0	4
AA10.8	TYRO1	6	1	0	7
AA10.8	VLCAD	23	24	0	47
test_AA10.6.NonSyn.005_batch3	3MCC	7	10	0	17
test_AA10.6.NonSyn.005_batch3	ARG	1	1	0	2
test_AA10.6.NonSyn.005_batch3	BKT	0	2	0	2
test_AA10.6.NonSyn.005_batch3	CIT	10	7	0	17
test_AA10.6.NonSyn.005_batch3	CPT II	1	6	0	7
test_AA10.6.NonSyn.005_batch3	CTD	12	16	2	30
test_AA10.6.NonSyn.005_batch3	GA-I	18	9	0	27
test_AA10.6.NonSyn.005_batch3	GA2	4	2	0	6
test_AA10.6.NonSyn.005_batch3	HCY	4	4	2	10
test_AA10.6.NonSyn.005_batch3	HYPRO	0	3	0	3
test_AA10.6.NonSyn.005_batch3	IVA	12	11	1	24
test_AA10.6.NonSyn.005_batch3	LCHAD	2	5	0	7
test_AA10.6.NonSyn.005_batch3	MAL	1	4	0	5
test_AA10.6.NonSyn.005_batch3	MCAD	86	30	1	117
test_AA10.6.NonSyn.005_batch3	MCD	1	3	0	4
test_AA10.6.NonSyn.005_batch3	MSUD	10	8	1	19
test_AA10.6.NonSyn.005_batch3	OTC	4	0	0	4
test_AA10.6.NonSyn.005_batch3	PA/MMA	15	50	2	67
test_AA10.6.NonSyn.005_batch3	PKU	16	15	0	31
test_AA10.6.NonSyn.005_batch3	SCAD	16	19	1	36
test_AA10.6.NonSyn.005_batch3	TFP	1	1	0	2
test_AA10.6.NonSyn.005_batch3	TYRO1	2	4	0	6
test_AA10.6.NonSyn.005_batch3	VLCAD	21	16	0	37
AA10.6.NonSyn.005_batch2	3MCC	6	6	1	13
AA10.6.NonSyn.005_batch2	ARG	0	1	1	2
AA10.6.NonSyn.005_batch2	CIT	6	2	1	9
AA10.6.NonSyn.005_batch2	CPT I	0	1	0	1
AA10.6.NonSyn.005_batch2	CPT II	0	1	0	1
AA10.6.NonSyn.005_batch2	CTD	6	2	0	8
AA10.6.NonSyn.005_batch2	GA-I	5	3	0	8
AA10.6.NonSyn.005_batch2	GA2	0	2	0	2
AA10.6.NonSyn.005_batch2	HCY	1	0	0	1
AA10.6.NonSyn.005_batch2	IVA	10	2	1	13
AA10.6.NonSyn.005_batch2	LCHAD	0	2	0	2
AA10.6.NonSyn.005_batch2	MAL	0	1	0	1
AA10.6.NonSyn.005_batch2	MCAD	32	8	0	40
AA10.6.NonSyn.005_batch2	MSUD	2	1	0	3
AA10.6.NonSyn.005_batch2	OTC	3	4	0	7
AA10.6.NonSyn.005_batch2	PA/MMA	4	10	0	14
AA10.6.NonSyn.005_batch2	PKU	27	33	1	61
AA10.6.NonSyn.005_batch2	RMD	1	2	0	3
AA10.6.NonSyn.005_batch2	SCAD	7	24	0	31
AA10.6.NonSyn.005_batch2	TFP	0	1	0	1
AA10.6.NonSyn.005_batch2	TYRO1	1	0	0	1
AA10.6.NonSyn.005_batch2	VLCAD	2	3	0	5
val_AA10.2_batch1	3MCC	14	1	0	15
val_AA10.2_batch1	BKT	1	0	0	1
val_AA10.2_batch1	CIT	5	2	0	7
val_AA10.2_batch1	CTD	9	0	0	9
val_AA10.2_batch1	GA-I	1	0	0	1
val_AA10.2_batch1	GA2	3	1	0	4
val_AA10.2_batch1	HCY	1	0	0	1
val_AA10.2_batch1	IVA	3	0	0	3
val_AA10.2_batch1	MCAD	16	1	0	17
val_AA10.2_batch1	MCD	1	0	0	1
val_AA10.2_batch1	MSUD	2	1	0	3
val_AA10.2_batch1	OTC	4	1	0	5
val_AA10.2_batch1	PA/MMA	9	0	0	9
val_AA10.2_batch1	PKU	39	0	0	39
val_AA10.2_batch1	SCAD	9	8	0	17
val_AA10.2_batch1	TFP	1	0	0	1
val_AA10.2_batch1	VLCAD	5	0	0	5
test_AA10.4_filter2	3MCC	16	9	1	26
test_AA10.4_filter2	ARG	3	0	0	3
test_AA10.4_filter2	BKT	2	0	0	2
test_AA10.4_filter2	CIT	20	2	0	22
test_AA10.4_filter2	CPT I	1	0	0	1
test_AA10.4_filter2	CPT II	5	3	0	8
test_AA10.4_filter2	CTD	23	8	2	33
test_AA10.4_filter2	GA-I	26	4	0	30
test_AA10.4_filter2	GA2	6	1	0	7
test_AA10.4_filter2	HCY	5	2	2	9
test_AA10.4_filter2	HYPRO	0	2	0	2
test_AA10.4_filter2	IVA	25	5	1	31
test_AA10.4_filter2	LCHAD	9	0	0	9
test_AA10.4_filter2	MAL	2	4	0	6
test_AA10.4_filter2	MCAD	123	13	2	138
test_AA10.4_filter2	MCD	1	2	0	3
test_AA10.4_filter2	MSUD	20	2	0	22
test_AA10.4_filter2	OTC	8	1	0	9
test_AA10.4_filter2	PA/MMA	56	13	1	70
test_AA10.4_filter2	PKU	71	5	0	76
test_AA10.4_filter2	RMD	1	0	0	1
test_AA10.4_filter2	SCAD	28	30	2	60
test_AA10.4_filter2	TFP	3	0	0	3
test_AA10.4_filter2	TYRO1	6	0	0	6
test_AA10.4_filter2	VLCAD	28	8	0	36
AA10.2	3MCC	33	11	1	45
AA10.2	ARG	4	0	0	4
AA10.2	BKT	3	0	0	3
AA10.2	CIT	28	5	0	33
AA10.2	CPT I	1	0	0	1
AA10.2	CPT II	5	3	0	8
AA10.2	CTD	36	9	2	47
AA10.2	GA-I	31	4	1	36
AA10.2	GA2	9	3	0	12
AA10.2	HCY	9	2	1	12
